0,1,2,3,4,5,6,OT
0.785500,1.611000,0.861698,0.634196,0.211242,0.006838,0.525486,0.593000
0.781800,1.610000,0.861104,0.633513,0.211242,0.006863,0.523972,0.594000
0.786700,1.629300,0.861030,0.648508,0.211242,0.006975,0.526316,0.597300
0.786000,1.637000,0.862069,0.650618,0.211242,0.006953,0.523834,0.597000
0.784900,1.653000,0.861995,0.656254,0.211242,0.006940,0.527426,0.598500
0.786600,1.653700,0.861030,0.654879,0.211242,0.006887,0.526177,0.604000
0.788600,1.662000,0.862887,0.661157,0.211242,0.006885,0.527565,0.607000
0.791000,1.656800,0.864304,0.659631,0.211242,0.006878,0.527565,0.608400
0.793900,1.669500,0.864230,0.669120,0.211242,0.006878,0.528123,0.611500
0.789400,1.657000,0.858369,0.659413,0.211242,0.006874,0.528123,0.609000
0.791700,1.649500,0.859107,0.663702,0.211242,0.006873,0.529381,0.612000
0.794100,1.644500,0.853752,0.658545,0.211242,0.006844,0.529101,0.614000
0.793500,1.646500,0.848176,0.660284,0.211242,0.006866,0.532765,0.610600
0.795400,1.639000,0.845309,0.652742,0.211242,0.006829,0.532056,0.611800
0.775100,1.649000,0.848896,0.663130,0.211242,0.006845,0.531350,0.605200
0.762200,1.655000,0.843526,0.668226,0.211242,0.006881,0.533049,0.591500
0.758300,1.657200,0.839983,0.672043,0.211242,0.006924,0.532623,0.594500
0.760500,1.657000,0.837591,0.667557,0.211242,0.006976,0.534188,0.592800
0.763500,1.678000,0.841397,0.672948,0.211242,0.006987,0.535045,0.595000
0.766000,1.681800,0.839913,0.670691,0.211242,0.006940,0.537201,0.597000
0.768500,1.679400,0.843313,0.664894,0.211242,0.006918,0.536481,0.602000
0.770200,1.681500,0.842886,0.667468,0.211242,0.006901,0.536193,0.598300
0.773500,1.681700,0.841255,0.668003,0.211242,0.006879,0.535475,0.600300
0.765500,1.695000,0.840407,0.675584,0.211242,0.006878,0.535906,0.599800
0.766500,1.702000,0.841822,0.677094,0.211242,0.006890,0.538503,0.601000
0.757500,1.699000,0.837872,0.674992,0.211242,0.006874,0.537779,0.593600
0.754500,1.687000,0.835352,0.668986,0.211242,0.006878,0.536769,0.591500
0.749300,1.692500,0.836400,0.668003,0.211242,0.006887,0.536337,0.593000
0.752100,1.695000,0.831670,0.668539,0.211242,0.006935,0.536625,0.592600
0.752100,1.690500,0.833403,0.668003,0.211242,0.006925,0.535906,0.592500
0.745700,1.696000,0.828638,0.670107,0.211242,0.006931,0.536625,0.581500
0.750000,1.693000,0.829187,0.668673,0.211242,0.006925,0.536193,0.585000
0.756700,1.695500,0.834028,0.669568,0.211242,0.006937,0.535045,0.588300
0.759500,1.704000,0.831947,0.673401,0.211242,0.006875,0.537634,0.589800
0.758600,1.715000,0.832432,0.678104,0.211242,0.006881,0.537346,0.588700
0.764600,1.714700,0.837170,0.679117,0.211242,0.006854,0.536481,0.589700
0.765200,1.710000,0.835422,0.677048,0.211242,0.006806,0.535906,0.590200
0.765000,1.693000,0.834725,0.672495,0.211242,0.006718,0.536193,0.588200
0.760500,1.692000,0.836960,0.674172,0.211242,0.006728,0.536049,0.587700
0.760100,1.689200,0.838715,0.670466,0.211242,0.006720,0.535619,0.588000
0.763500,1.665000,0.840195,0.664011,0.211242,0.006681,0.533333,0.587200
0.759600,1.651000,0.837521,0.660720,0.211242,0.006654,0.533333,0.588400
0.758500,1.638800,0.839913,0.666667,0.211242,0.006676,0.534045,0.587800
0.761100,1.649000,0.842460,0.666889,0.211242,0.006676,0.533903,0.589100
0.759600,1.639000,0.843811,0.663702,0.211242,0.006613,0.533476,0.588900
0.760700,1.642500,0.847817,0.662559,0.211242,0.006630,0.533618,0.587900
0.760700,1.618100,0.847961,0.661244,0.211242,0.006608,0.534045,0.590700
0.758000,1.610300,0.848176,0.656211,0.211242,0.006563,0.533618,0.589200
0.761000,1.600300,0.849041,0.654450,0.211242,0.006555,0.532623,0.586300
0.763500,1.609000,0.851426,0.654879,0.211242,0.006569,0.533333,0.587400
0.756300,1.617500,0.848896,0.657030,0.211242,0.006555,0.533333,0.589800
0.753600,1.623500,0.847242,0.662471,0.211242,0.006563,0.533618,0.588000
0.754900,1.610300,0.844809,0.662822,0.211242,0.006515,0.533618,0.585500
0.756500,1.610500,0.847961,0.659326,0.211242,0.006499,0.533476,0.583200
0.752000,1.594500,0.849762,0.657462,0.211242,0.006487,0.532056,0.579300
0.750400,1.601000,0.849834,0.660066,0.211242,0.006447,0.531350,0.581000
0.747400,1.604000,0.851064,0.658545,0.211242,0.006498,0.531773,0.578500
0.746900,1.618000,0.850412,0.655093,0.211242,0.006390,0.530926,0.580500
0.745200,1.626100,0.850340,0.658762,0.211242,0.006353,0.530786,0.580800
0.747100,1.627500,0.850196,0.659631,0.211242,0.006299,0.529801,0.576700
0.752300,1.634000,0.851571,0.667557,0.211242,0.006380,0.530082,0.578300
0.754800,1.648000,0.854336,0.667780,0.211242,0.006336,0.530363,0.579000
0.756100,1.631500,0.855066,0.663350,0.211265,0.006293,0.530223,0.577800
0.760500,1.635500,0.857486,0.665469,0.211265,0.006284,0.530645,0.577000
0.766900,1.641500,0.856678,0.663790,0.211242,0.006305,0.531915,0.579000
0.765000,1.641500,0.855725,0.666223,0.211242,0.006342,0.532481,0.578200
0.765000,1.638500,0.858001,0.666089,0.211242,0.006343,0.533191,0.578000
0.763000,1.638500,0.860807,0.668360,0.211242,0.006349,0.532765,0.578400
0.764300,1.634300,0.860956,0.668315,0.211242,0.006306,0.531915,0.578300
0.766300,1.642500,0.858222,0.673854,0.211242,0.006318,0.532623,0.579200
0.766300,1.642000,0.859771,0.674400,0.211242,0.006322,0.532765,0.579600
0.765000,1.638500,0.858369,0.673401,0.211242,0.006299,0.532765,0.579500
0.765400,1.631000,0.856898,0.671006,0.211242,0.006275,0.532765,0.579600
0.765300,1.633800,0.855945,0.670916,0.211242,0.006254,0.532198,0.577700
0.770000,1.638000,0.860363,0.673854,0.211242,0.006285,0.532056,0.578800
0.773200,1.643500,0.860659,0.674400,0.211242,0.006390,0.533333,0.581500
0.770500,1.635300,0.859993,0.670556,0.211242,0.006335,0.533333,0.582700
0.765500,1.635700,0.861326,0.669792,0.211242,0.006341,0.532623,0.582800
0.766300,1.634100,0.862589,0.672043,0.211242,0.006300,0.532056,0.581800
0.766000,1.637000,0.861475,0.681663,0.211242,0.006300,0.532623,0.581700
0.756000,1.633500,0.861920,0.684229,0.211242,0.006299,0.532623,0.575500
0.750300,1.636000,0.859550,0.686342,0.211242,0.006293,0.532623,0.573500
0.750000,1.638900,0.858074,0.689417,0.211242,0.006295,0.532765,0.574800
0.745700,1.640500,0.858516,0.687049,0.211242,0.006295,0.533049,0.568500
0.752000,1.643000,0.856678,0.687049,0.211242,0.006317,0.533333,0.570800
0.755200,1.642200,0.856898,0.687569,0.211242,0.006323,0.532623,0.572700
0.754600,1.660000,0.859623,0.692185,0.211242,0.006315,0.533049,0.572600
0.756500,1.668000,0.860215,0.698080,0.211242,0.006329,0.533049,0.572600
0.757700,1.669500,0.859476,0.697837,0.211242,0.006333,0.534902,0.574700
0.758500,1.678000,0.857486,0.712251,0.211242,0.006392,0.535619,0.572100
0.758700,1.676300,0.858148,0.716589,0.211242,0.006369,0.536769,0.573900
0.760000,1.681300,0.848536,0.716743,0.211242,0.006548,0.540249,0.570000
0.766900,1.684000,0.849618,0.716486,0.211242,0.006546,0.540394,0.570800
